country,country_code_2_digit,country_code_3_digit,population,reported_date,hospital_occupancy_count,icu_occupancy_count,source
Finland,FI,FIN,5517919,30/04/2020,187,48,External_Github
France,FR,FRA,67012883,30/04/2020,26192,3947,Country_Website
Iceland,IS,ISL,356991,30/04/2020,5,0,Country_Website
Ireland,IE,IRL,4904240,30/04/2020,736,106,Country_Website
Italy,IT,ITA,60359546,30/04/2020,19843,1694,Country_Github
Latvia,LV,LVA,1919968,30/04/2020,42,,Surveillance
Luxembourg,LU,LUX,613894,30/04/2020,94,27,Country_Website
Malta,MT,MLT,493559,30/04/2020,,2,Surveillance
Netherlands,NL,NLD,17282163,30/04/2020,,708,Other Website
Norway,NO,NOR,5328212,30/04/2020,98,,Country_API
Poland,PL,POL,37972812,30/04/2020,3012,,Surveillance
Portugal,PT,PRT,10276617,30/04/2020,968,172,Country_Website
Romania,RO,ROU,19414458,30/04/2020,,221,Country_Website
Slovakia,SK,SVK,5450421,30/04/2020,181,,JRC
Slovenia,SI,SVN,2080908,30/04/2020,63,22,Country_Github
United Kingdom,UK,GBR,66647112,30/04/2020,13455,,Country_Website
Austria,AT,AUT,8858775,29/04/2020,517,131,Surveillance
Belgium,BE,BEL,11455519,29/04/2020,3609,769,Country_Website
Bulgaria,BG,BGR,7000039,29/04/2020,287,39,External_Github
Croatia,HR,HRV,4076246,29/04/2020,269,,Country_Website
Czechia,CZ,CZE,10649800,29/04/2020,286,64,Country_Website
Denmark,DK,DNK,5806081,29/04/2020,267,66,Country_Website
Estonia,EE,EST,1324820,29/04/2020,77,12,Country_API
Finland,FI,FIN,5517919,29/04/2020,208,51,External_Github
France,FR,FRA,67012883,29/04/2020,26736,4128,Country_Website
Iceland,IS,ISL,356991,29/04/2020,6,0,Country_Website
Ireland,IE,IRL,4904240,29/04/2020,760,103,Country_Website
Italy,IT,ITA,60359546,29/04/2020,21005,1795,Country_Github
Latvia,LV,LVA,1919968,29/04/2020,42,,Surveillance
Luxembourg,LU,LUX,613894,29/04/2020,105,27,Country_Website
Malta,MT,MLT,493559,29/04/2020,,2,Surveillance
Netherlands,NL,NLD,17282163,29/04/2020,,732,Other Website
Norway,NO,NOR,5328212,29/04/2020,114,,Country_API
Poland,PL,POL,37972812,29/04/2020,2973,,Surveillance
Portugal,PT,PRT,10276617,29/04/2020,980,169,Country_Website
Romania,RO,ROU,19414458,29/04/2020,,247,Country_Website
Slovakia,SK,SVK,5450421,29/04/2020,180,,JRC
Slovenia,SI,SVN,2080908,29/04/2020,70,22,Country_Github
United Kingdom,UK,GBR,66647112,29/04/2020,13830,,Country_Website
Austria,AT,AUT,8858775,28/04/2020,561,136,Surveillance
Belgium,BE,BEL,11455519,28/04/2020,3733,797,Country_Website
Bulgaria,BG,BGR,7000039,28/04/2020,301,39,External_Github
Croatia,HR,HRV,4076246,28/04/2020,287,,Country_Website
Czechia,CZ,CZE,10649800,28/04/2020,306,68,Country_Website
Denmark,DK,DNK,5806081,28/04/2020,284,66,Country_Website
Estonia,EE,EST,1324820,28/04/2020,87,13,Country_API
Finland,FI,FIN,5517919,28/04/2020,200,56,External_Github
France,FR,FRA,67012883,28/04/2020,27607,4392,Country_Website
Iceland,IS,ISL,356991,28/04/2020,8,0,Country_Website
Ireland,IE,IRL,4904240,28/04/2020,753,113,Country_Website
Italy,IT,ITA,60359546,28/04/2020,21586,1863,Country_Github
Latvia,LV,LVA,1919968,28/04/2020,45,,Surveillance
Luxembourg,LU,LUX,613894,28/04/2020,117,25,Country_Website
Malta,MT,MLT,493559,28/04/2020,,1,Surveillance
Netherlands,NL,NLD,17282163,28/04/2020,,760,Other Website
Norway,NO,NOR,5328212,28/04/2020,119,,Country_API
Poland,PL,POL,37972812,28/04/2020,2934,,Surveillance
Portugal,PT,PRT,10276617,28/04/2020,936,172,Country_Website
Romania,RO,ROU,19414458,28/04/2020,,243,Country_Website
Slovakia,SK,SVK,5450421,28/04/2020,175,,JRC
Slovenia,SI,SVN,2080908,28/04/2020,77,23,Country_Github
United Kingdom,UK,GBR,66647112,28/04/2020,14089,,Country_Website
Austria,AT,AUT,8858775,27/04/2020,579,140,Surveillance
Belgium,BE,BEL,11455519,27/04/2020,3976,876,Country_Website
Bulgaria,BG,BGR,7000039,27/04/2020,301,41,External_Github
Croatia,HR,HRV,4076246,27/04/2020,303,,Country_Website
Czechia,CZ,CZE,10649800,27/04/2020,310,68,Country_Website
Denmark,DK,DNK,5806081,27/04/2020,310,72,Country_Website
Estonia,EE,EST,1324820,27/04/2020,90,12,Country_API
Finland,FI,FIN,5517919,27/04/2020,187,56,External_Github
France,FR,FRA,67012883,27/04/2020,27954,4526,Country_Website
Iceland,IS,ISL,356991,27/04/2020,10,1,Country_Website
Ireland,IE,IRL,4904240,27/04/2020,771,117,Country_Website
Italy,IT,ITA,60359546,27/04/2020,22309,1956,Country_Github
Latvia,LV,LVA,1919968,27/04/2020,41,,Surveillance
Luxembourg,LU,LUX,613894,27/04/2020,114,25,Country_Website
Malta,MT,MLT,493559,27/04/2020,,1,Surveillance
Netherlands,NL,NLD,17282163,27/04/2020,,781,Other Website
Norway,NO,NOR,5328212,27/04/2020,125,,Country_API
Poland,PL,POL,37972812,27/04/2020,2759,,Surveillance
Portugal,PT,PRT,10276617,27/04/2020,995,176,Country_Website
Romania,RO,ROU,19414458,27/04/2020,,227,Country_Website
Slovakia,SK,SVK,5450421,27/04/2020,186,,JRC
Slovenia,SI,SVN,2080908,27/04/2020,80,22,Country_Github
United Kingdom,UK,GBR,66647112,27/04/2020,14769,,Country_Website
Belgium,BE,BEL,11455519,26/04/2020,3968,903,Country_Website
Bulgaria,BG,BGR,7000039,26/04/2020,292,37,External_Github
Croatia,HR,HRV,4076246,26/04/2020,314,,Country_Website
Czechia,CZ,CZE,10649800,26/04/2020,310,72,Country_Website
Denmark,DK,DNK,5806081,26/04/2020,285,70,Country_Website
Estonia,EE,EST,1324820,26/04/2020,96,11,Country_API
Finland,FI,FIN,5517919,26/04/2020,189,62,External_Github
France,FR,FRA,67012883,26/04/2020,28114,4598,Country_Website
Iceland,IS,ISL,356991,26/04/2020,13,2,Country_Website
Ireland,IE,IRL,4904240,26/04/2020,758,120,Country_Website
Italy,IT,ITA,60359546,26/04/2020,23381,2009,Country_Github
Latvia,LV,LVA,1919968,26/04/2020,39,,Surveillance
Luxembourg,LU,LUX,613894,26/04/2020,125,25,Country_Website
Malta,MT,MLT,493559,26/04/2020,,1,Surveillance
Netherlands,NL,NLD,17282163,26/04/2020,,804,Other Website
Norway,NO,NOR,5328212,26/04/2020,122,,Country_API
Poland,PL,POL,37972812,26/04/2020,2749,,Surveillance
Portugal,PT,PRT,10276617,26/04/2020,1005,182,Country_Website
Romania,RO,ROU,19414458,26/04/2020,,236,Country_Website
Slovakia,SK,SVK,5450421,26/04/2020,181,,JRC
Slovenia,SI,SVN,2080908,26/04/2020,80,23,Country_Github
United Kingdom,UK,GBR,66647112,26/04/2020,14671,,Country_Website
Belgium,BE,BEL,11455519,25/04/2020,3957,901,Country_Website
Bulgaria,BG,BGR,7000039,25/04/2020,292,41,External_Github
Croatia,HR,HRV,4076246,25/04/2020,316,,Country_Website
Czechia,CZ,CZE,10649800,25/04/2020,314,71,Country_Website
Denmark,DK,DNK,5806081,25/04/2020,290,70,Country_Website
Estonia,EE,EST,1324820,25/04/2020,97,11,Country_API
Finland,FI,FIN,5517919,25/04/2020,190,60,External_Github
France,FR,FRA,67012883,25/04/2020,28119,4641,Country_Website
Iceland,IS,ISL,356991,25/04/2020,14,3,Country_Website
Ireland,IE,IRL,4904240,25/04/2020,736,123,Country_Website
Italy,IT,ITA,60359546,25/04/2020,23635,2102,Country_Github
Latvia,LV,LVA,1919968,25/04/2020,39,,Surveillance
Luxembourg,LU,LUX,613894,25/04/2020,126,28,Country_Website
Malta,MT,MLT,493559,25/04/2020,,1,Surveillance
Netherlands,NL,NLD,17282163,25/04/2020,,828,Other Website
Norway,NO,NOR,5328212,25/04/2020,114,,Country_API
Poland,PL,POL,37972812,25/04/2020,2821,,Surveillance
Portugal,PT,PRT,10276617,25/04/2020,1040,186,Country_Website
Romania,RO,ROU,19414458,25/04/2020,,235,Country_Website
Slovakia,SK,SVK,5450421,25/04/2020,212,,JRC
Slovenia,SI,SVN,2080908,25/04/2020,77,23,Country_Github
United Kingdom,UK,GBR,66647112,25/04/2020,14776,,Country_Website
Austria,AT,AUT,8858775,24/04/2020,651,156,Surveillance
Belgium,BE,BEL,11455519,24/04/2020,4195,934,Country_Website
Bulgaria,BG,BGR,7000039,24/04/2020,282,41,External_Github
Croatia,HR,HRV,4076246,24/04/2020,325,,Country_Website
Czechia,CZ,CZE,10649800,24/04/2020,330,75,Country_Website
Denmark,DK,DNK,5806081,24/04/2020,320,69,Country_Website
Estonia,EE,EST,1324820,24/04/2020,100,10,Country_API
Finland,FI,FIN,5517919,24/04/2020,199,61,External_Github
France,FR,FRA,67012883,24/04/2020,28554,4785,Country_Website
Iceland,IS,ISL,356991,24/04/2020,14,3,Country_Website
Ireland,IE,IRL,4904240,24/04/2020,745,118,Country_Website
Italy,IT,ITA,60359546,24/04/2020,24241,2173,Country_Github
Latvia,LV,LVA,1919968,24/04/2020,40,,Surveillance
Luxembourg,LU,LUX,613894,24/04/2020,139,30,Country_Website
Malta,MT,MLT,493559,24/04/2020,,1,Surveillance
Netherlands,NL,NLD,17282163,24/04/2020,,858,Other Website
Norway,NO,NOR,5328212,24/04/2020,120,,Country_API
Poland,PL,POL,37972812,24/04/2020,3095,,Surveillance
Portugal,PT,PRT,10276617,24/04/2020,1068,188,Country_Website
Romania,RO,ROU,19414458,24/04/2020,,241,Country_Website
Slovakia,SK,SVK,5450421,24/04/2020,222,,JRC
Slovenia,SI,SVN,2080908,24/04/2020,78,23,Country_Github
United Kingdom,UK,GBR,66647112,24/04/2020,15314,,Country_Website
Austria,AT,AUT,8858775,23/04/2020,677,169,Surveillance
Belgium,BE,BEL,11455519,23/04/2020,4355,970,Country_Website
Bulgaria,BG,BGR,7000039,23/04/2020,270,37,External_Github
Croatia,HR,HRV,4076246,23/04/2020,321,,Country_Website
Czechia,CZ,CZE,10649800,23/04/2020,336,78,Country_Website
Denmark,DK,DNK,5806081,23/04/2020,319,74,Country_Website
Estonia,EE,EST,1324820,23/04/2020,108,11,Country_API
Finland,FI,FIN,5517919,23/04/2020,206,60,External_Github
France,FR,FRA,67012883,23/04/2020,29113,4967,Country_Website
Iceland,IS,ISL,356991,23/04/2020,15,5,Country_Website
Ireland,IE,IRL,4904240,23/04/2020,742,123,Country_Website
Italy,IT,ITA,60359546,23/04/2020,25138,2267,Country_Github
Latvia,LV,LVA,1919968,23/04/2020,40,,Surveillance
Luxembourg,LU,LUX,613894,23/04/2020,142,30,Country_Website
Malta,MT,MLT,493559,23/04/2020,,1,Surveillance
Netherlands,NL,NLD,17282163,23/04/2020,,875,Other Website
Norway,NO,NOR,5328212,23/04/2020,123,,Country_API
Poland,PL,POL,37972812,23/04/2020,3099,,Surveillance
Portugal,PT,PRT,10276617,23/04/2020,1095,204,Country_Website
Romania,RO,ROU,19414458,23/04/2020,,236,Country_Website
Slovenia,SI,SVN,2080908,23/04/2020,80,23,Country_Github
United Kingdom,UK,GBR,66647112,23/04/2020,15931,,Country_Website
Austria,AT,AUT,8858775,22/04/2020,700,176,Surveillance
Belgium,BE,BEL,11455519,22/04/2020,4527,993,Country_Website
Bulgaria,BG,BGR,7000039,22/04/2020,281,40,External_Github
Croatia,HR,HRV,4076246,22/04/2020,314,,Country_Website
Czechia,CZ,CZE,10649800,22/04/2020,343,75,Country_Website
Denmark,DK,DNK,5806081,22/04/2020,324,80,Country_Website
Estonia,EE,EST,1324820,22/04/2020,110,12,Country_API
Finland,FI,FIN,5517919,22/04/2020,199,63,External_Github
France,FR,FRA,67012883,22/04/2020,29627,5127,Country_Website
Iceland,IS,ISL,356991,22/04/2020,15,5,Country_Website
Ireland,IE,IRL,4904240,22/04/2020,778,131,Country_Website
Italy,IT,ITA,60359546,22/04/2020,26189,2384,Country_Github
Latvia,LV,LVA,1919968,22/04/2020,42,,Surveillance
Luxembourg,LU,LUX,613894,22/04/2020,160,35,Country_Website
Malta,MT,MLT,493559,22/04/2020,,1,Surveillance
Netherlands,NL,NLD,17282163,22/04/2020,,917,Other Website
Norway,NO,NOR,5328212,22/04/2020,129,,Country_API
Poland,PL,POL,37972812,22/04/2020,3505,,Surveillance
Portugal,PT,PRT,10276617,22/04/2020,1146,207,Country_Website
Romania,RO,ROU,19414458,22/04/2020,,288,Country_Website
Slovenia,SI,SVN,2080908,22/04/2020,82,24,Country_Github
United Kingdom,UK,GBR,66647112,22/04/2020,16497,,Country_Website
Austria,AT,AUT,8858775,21/04/2020,756,196,Surveillance
Belgium,BE,BEL,11455519,21/04/2020,4765,1020,Country_Website
Bulgaria,BG,BGR,7000039,21/04/2020,268,34,External_Github
Croatia,HR,HRV,4076246,21/04/2020,317,,Country_Website
Czechia,CZ,CZE,10649800,21/04/2020,366,79,Country_Website
Denmark,DK,DNK,5806081,21/04/2020,335,81,Country_Website
Estonia,EE,EST,1324820,21/04/2020,110,13,Country_API
Finland,FI,FIN,5517919,21/04/2020,202,63,External_Github
France,FR,FRA,67012883,21/04/2020,29984,5334,Country_Website
Iceland,IS,ISL,356991,21/04/2020,18,5,Country_Website
Ireland,IE,IRL,4904240,21/04/2020,774,133,Country_Website
Italy,IT,ITA,60359546,21/04/2020,26605,2471,Country_Github
Latvia,LV,LVA,1919968,21/04/2020,43,,Surveillance
Luxembourg,LU,LUX,613894,21/04/2020,164,38,Country_Website
Malta,MT,MLT,493559,21/04/2020,,1,Surveillance
Netherlands,NL,NLD,17282163,21/04/2020,,973,Other Website
Norway,NO,NOR,5328212,21/04/2020,144,,Country_API
Poland,PL,POL,37972812,21/04/2020,2914,,Surveillance
Portugal,PT,PRT,10276617,21/04/2020,1172,213,Country_Website
Romania,RO,ROU,19414458,21/04/2020,,245,Country_Website
Slovenia,SI,SVN,2080908,21/04/2020,86,25,Country_Github
United Kingdom,UK,GBR,66647112,21/04/2020,17074,,Country_Website
Belgium,BE,BEL,11455519,20/04/2020,4996,1079,Country_Website
Bulgaria,BG,BGR,7000039,20/04/2020,268,36,External_Github
Croatia,HR,HRV,4076246,20/04/2020,324,,Country_Website
Czechia,CZ,CZE,10649800,20/04/2020,349,78,Country_Website
Denmark,DK,DNK,5806081,20/04/2020,336,84,Country_Website
Estonia,EE,EST,1324820,20/04/2020,121,14,Country_API
Finland,FI,FIN,5517919,20/04/2020,209,67,External_Github
France,FR,FRA,67012883,20/04/2020,30462,5584,Country_Website
Iceland,IS,ISL,356991,20/04/2020,21,5,Country_Website
Ireland,IE,IRL,4904240,20/04/2020,820,139,Country_Website
Italy,IT,ITA,60359546,20/04/2020,27479,2573,Country_Github
Latvia,LV,LVA,1919968,20/04/2020,45,,Surveillance
Luxembourg,LU,LUX,613894,20/04/2020,169,39,Country_Website
Malta,MT,MLT,493559,20/04/2020,,1,Surveillance
Netherlands,NL,NLD,17282163,20/04/2020,,1010,Other Website
Norway,NO,NOR,5328212,20/04/2020,160,,Country_API
Poland,PL,POL,37972812,20/04/2020,2511,,Surveillance
Portugal,PT,PRT,10276617,20/04/2020,1208,215,Country_Website
Romania,RO,ROU,19414458,20/04/2020,,261,Country_Website
Slovenia,SI,SVN,2080908,20/04/2020,87,26,Country_Github
United Kingdom,UK,GBR,66647112,20/04/2020,17333,,Country_Website
Austria,AT,AUT,8858775,19/04/2020,817,,Surveillance
Belgium,BE,BEL,11455519,19/04/2020,4940,1071,Country_Website
Bulgaria,BG,BGR,7000039,19/04/2020,259,36,External_Github
Croatia,HR,HRV,4076246,19/04/2020,331,,Country_Website
Czechia,CZ,CZE,10649800,19/04/2020,344,81,Country_Website
Denmark,DK,DNK,5806081,19/04/2020,319,84,Country_Website
Estonia,EE,EST,1324820,19/04/2020,124,14,Country_API
Finland,FI,FIN,5517919,19/04/2020,192,68,External_Github
France,FR,FRA,67012883,19/04/2020,30486,5644,Country_Website
Iceland,IS,ISL,356991,19/04/2020,27,5,Country_Website
Ireland,IE,IRL,4904240,19/04/2020,816,133,Country_Website
Italy,IT,ITA,60359546,19/04/2020,27668,2635,Country_Github
Latvia,LV,LVA,1919968,19/04/2020,44,,Surveillance
Luxembourg,LU,LUX,613894,19/04/2020,171,39,Country_Website
Malta,MT,MLT,493559,19/04/2020,,1,Surveillance
Netherlands,NL,NLD,17282163,19/04/2020,,1029,Other Website
Norway,NO,NOR,5328212,19/04/2020,153,,Country_API
Poland,PL,POL,37972812,19/04/2020,2482,,Surveillance
Portugal,PT,PRT,10276617,19/04/2020,1243,224,Country_Website
Romania,RO,ROU,19414458,19/04/2020,,256,Country_Website
Slovenia,SI,SVN,2080908,19/04/2020,89,26,Country_Github
United Kingdom,UK,GBR,66647112,19/04/2020,17455,,Country_Website
Belgium,BE,BEL,11455519,18/04/2020,4892,1081,Country_Website
Bulgaria,BG,BGR,7000039,18/04/2020,246,44,External_Github
Croatia,HR,HRV,4076246,18/04/2020,361,,Country_Website
Czechia,CZ,CZE,10649800,18/04/2020,338,75,Country_Website
Denmark,DK,DNK,5806081,18/04/2020,317,87,Country_Website
Estonia,EE,EST,1324820,18/04/2020,,10,Surveillance
Estonia,EE,EST,1324820,18/04/2020,123,,Country_API
Finland,FI,FIN,5517919,18/04/2020,199,70,External_Github
France,FR,FRA,67012883,18/04/2020,30515,5733,Country_Website
Iceland,IS,ISL,356991,18/04/2020,28,5,Country_Website
Ireland,IE,IRL,4904240,18/04/2020,811,134,Country_Website
Italy,IT,ITA,60359546,18/04/2020,27740,2733,Country_Github
Latvia,LV,LVA,1919968,18/04/2020,37,,Surveillance
Luxembourg,LU,LUX,613894,18/04/2020,176,40,Country_Website
Malta,MT,MLT,493559,18/04/2020,,1,Surveillance
Netherlands,NL,NLD,17282163,18/04/2020,,1058,Other Website
Norway,NO,NOR,5328212,18/04/2020,148,,Country_API
Portugal,PT,PRT,10276617,18/04/2020,1253,228,Country_Website
Romania,RO,ROU,19414458,18/04/2020,,248,Country_Website
Slovenia,SI,SVN,2080908,18/04/2020,93,27,Country_Github
United Kingdom,UK,GBR,66647112,18/04/2020,17442,,Country_Website
Austria,AT,AUT,8858775,17/04/2020,909,,Surveillance
Belgium,BE,BEL,11455519,17/04/2020,5088,1119,Country_Website
Bulgaria,BG,BGR,7000039,17/04/2020,244,44,External_Github
Croatia,HR,HRV,4076246,17/04/2020,372,,Country_Website
Czechia,CZ,CZE,10649800,17/04/2020,355,81,Country_Website
Denmark,DK,DNK,5806081,17/04/2020,350,93,Country_Website
Estonia,EE,EST,1324820,17/04/2020,,11,Surveillance
Estonia,EE,EST,1324820,17/04/2020,118,,Country_API
Finland,FI,FIN,5517919,17/04/2020,208,73,External_Github
France,FR,FRA,67012883,17/04/2020,31061,5922,Country_Website
Iceland,IS,ISL,356991,17/04/2020,27,5,Country_Website
Ireland,IE,IRL,4904240,17/04/2020,852,137,Country_Website
Italy,IT,ITA,60359546,17/04/2020,28598,2812,Country_Github
Latvia,LV,LVA,1919968,17/04/2020,42,,Surveillance
Luxembourg,LU,LUX,613894,17/04/2020,163,39,Country_Website
Malta,MT,MLT,493559,17/04/2020,,1,Surveillance
Netherlands,NL,NLD,17282163,17/04/2020,,1104,Other Website
Norway,NO,NOR,5328212,17/04/2020,165,,Country_API
Poland,PL,POL,37972812,17/04/2020,2673,,Surveillance
Portugal,PT,PRT,10276617,17/04/2020,1284,222,Country_Website
Romania,RO,ROU,19414458,17/04/2020,,258,Country_Website
Slovenia,SI,SVN,2080908,17/04/2020,95,28,Country_Github
United Kingdom,UK,GBR,66647112,17/04/2020,17303,,Country_Website
Austria,AT,AUT,8858775,16/04/2020,967,,Surveillance
Belgium,BE,BEL,11455519,16/04/2020,5181,1150,Country_Website
Bulgaria,BG,BGR,7000039,16/04/2020,227,37,External_Github
Croatia,HR,HRV,4076246,16/04/2020,372,,Country_Website
Czechia,CZ,CZE,10649800,16/04/2020,363,83,Country_Website
Denmark,DK,DNK,5806081,16/04/2020,353,92,Country_Website
Estonia,EE,EST,1324820,16/04/2020,125,,Country_API
Estonia,EE,EST,1324820,16/04/2020,,11,Surveillance
Finland,FI,FIN,5517919,16/04/2020,215,76,External_Github
France,FR,FRA,67012883,16/04/2020,31172,6139,Country_Website
Iceland,IS,ISL,356991,16/04/2020,30,3,Country_Website
Ireland,IE,IRL,4904240,16/04/2020,856,142,Country_Website
Italy,IT,ITA,60359546,16/04/2020,29829,2936,Country_Github
Latvia,LV,LVA,1919968,16/04/2020,45,,Surveillance
Luxembourg,LU,LUX,613894,16/04/2020,179,41,Country_Website
Malta,MT,MLT,493559,16/04/2020,,1,Surveillance
Netherlands,NL,NLD,17282163,16/04/2020,,1134,Other Website
Norway,NO,NOR,5328212,16/04/2020,175,,Country_API
Poland,PL,POL,37972812,16/04/2020,2607,,Surveillance
Portugal,PT,PRT,10276617,16/04/2020,1302,229,Country_Website
Romania,RO,ROU,19414458,16/04/2020,,243,Country_Website
Slovenia,SI,SVN,2080908,16/04/2020,99,30,Country_Github
United Kingdom,UK,GBR,66647112,16/04/2020,18258,,Country_Website
Austria,AT,AUT,8858775,15/04/2020,1001,,Surveillance
Belgium,BE,BEL,11455519,15/04/2020,5331,1182,Country_Website
Bulgaria,BG,BGR,7000039,15/04/2020,218,31,External_Github
Croatia,HR,HRV,4076246,15/04/2020,341,,Country_Website
Czechia,CZ,CZE,10649800,15/04/2020,371,77,Country_Website
Denmark,DK,DNK,5806081,15/04/2020,362,89,Country_Website
Estonia,EE,EST,1324820,15/04/2020,,10,Surveillance
Estonia,EE,EST,1324820,15/04/2020,132,,Country_API
Finland,FI,FIN,5517919,15/04/2020,226,75,External_Github
France,FR,FRA,67012883,15/04/2020,31623,6331,Country_Website
Iceland,IS,ISL,356991,15/04/2020,33,6,Country_Website
Ireland,IE,IRL,4904240,15/04/2020,881,140,Country_Website
Italy,IT,ITA,60359546,15/04/2020,30722,3079,Country_Github
Latvia,LV,LVA,1919968,15/04/2020,46,,Surveillance
Luxembourg,LU,LUX,613894,15/04/2020,168,44,Country_Website
Malta,MT,MLT,493559,15/04/2020,,2,Surveillance
Netherlands,NL,NLD,17282163,15/04/2020,,1167,Other Website
Norway,NO,NOR,5328212,15/04/2020,190,,Country_API
Poland,PL,POL,37972812,15/04/2020,2499,,Surveillance
Portugal,PT,PRT,10276617,15/04/2020,1200,208,Country_Website
Romania,RO,ROU,19414458,15/04/2020,,245,Country_Website
Slovenia,SI,SVN,2080908,15/04/2020,96,34,Country_Github
United Kingdom,UK,GBR,66647112,15/04/2020,18530,,Country_Website
Belgium,BE,BEL,11455519,14/04/2020,5532,1204,Country_Website
Bulgaria,BG,BGR,7000039,14/04/2020,209,29,External_Github
Czechia,CZ,CZE,10649800,14/04/2020,385,83,Country_Website
Denmark,DK,DNK,5806081,14/04/2020,380,93,Country_Website
Estonia,EE,EST,1324820,14/04/2020,144,,Country_API
Estonia,EE,EST,1324820,14/04/2020,,10,Surveillance
Finland,FI,FIN,5517919,14/04/2020,232,75,External_Github
France,FR,FRA,67012883,14/04/2020,32131,6599,Country_Website
Iceland,IS,ISL,356991,14/04/2020,31,8,Country_Website
Ireland,IE,IRL,4904240,14/04/2020,868,149,Country_Website
Italy,IT,ITA,60359546,14/04/2020,31197,3186,Country_Github
Latvia,LV,LVA,1919968,14/04/2020,46,,Surveillance
Luxembourg,LU,LUX,613894,14/04/2020,183,43,Country_Website
Malta,MT,MLT,493559,14/04/2020,,3,Surveillance
Netherlands,NL,NLD,17282163,14/04/2020,,1192,Other Website
Norway,NO,NOR,5328212,14/04/2020,201,,Country_API
Portugal,PT,PRT,10276617,14/04/2020,1227,218,Country_Website
Romania,RO,ROU,19414458,14/04/2020,,241,Country_Website
Slovenia,SI,SVN,2080908,14/04/2020,103,35,Country_Github
United Kingdom,UK,GBR,66647112,14/04/2020,19232,,Country_Website
Belgium,BE,BEL,11455519,13/04/2020,5554,1226,Country_Website
Bulgaria,BG,BGR,7000039,13/04/2020,230,36,External_Github
Czechia,CZ,CZE,10649800,13/04/2020,394,93,Country_Website
Denmark,DK,DNK,5806081,13/04/2020,388,100,Country_Website
Estonia,EE,EST,1324820,13/04/2020,,11,Surveillance
Estonia,EE,EST,1324820,13/04/2020,146,,Country_API
Finland,FI,FIN,5517919,13/04/2020,230,74,External_Github
France,FR,FRA,67012883,13/04/2020,31952,6690,Country_Website
Iceland,IS,ISL,356991,13/04/2020,35,8,Country_Website
Ireland,IE,IRL,4904240,13/04/2020,868,143,Country_Website
Italy,IT,ITA,60359546,13/04/2020,31283,3260,Country_Github
Latvia,LV,LVA,1919968,13/04/2020,44,,Surveillance
Luxembourg,LU,LUX,613894,13/04/2020,181,42,Country_Website
Malta,MT,MLT,493559,13/04/2020,,3,Surveillance
Netherlands,NL,NLD,17282163,13/04/2020,,1215,Other Website
Norway,NO,NOR,5328212,13/04/2020,204,,Country_API
Poland,PL,POL,37972812,13/04/2020,2510,,Surveillance
Portugal,PT,PRT,10276617,13/04/2020,1187,188,Country_Website
Romania,RO,ROU,19414458,13/04/2020,,231,Country_Website
Slovenia,SI,SVN,2080908,13/04/2020,95,33,Country_Github
United Kingdom,UK,GBR,66647112,13/04/2020,19370,,Country_Website
Belgium,BE,BEL,11455519,12/04/2020,5441,1234,Country_Website
Bulgaria,BG,BGR,7000039,12/04/2020,230,36,External_Github
Czechia,CZ,CZE,10649800,12/04/2020,400,100,Country_Website
Denmark,DK,DNK,5806081,12/04/2020,396,104,Country_Website
Estonia,EE,EST,1324820,12/04/2020,,9,Surveillance
Estonia,EE,EST,1324820,12/04/2020,153,,Country_API
Finland,FI,FIN,5517919,12/04/2020,235,77,External_Github
France,FR,FRA,67012883,12/04/2020,31665,6714,Country_Website
Iceland,IS,ISL,356991,12/04/2020,40,9,Country_Website
Ireland,IE,IRL,4904240,12/04/2020,853,148,Country_Website
Italy,IT,ITA,60359546,12/04/2020,31190,3343,Country_Github
Latvia,LV,LVA,1919968,12/04/2020,43,,Surveillance
Luxembourg,LU,LUX,613894,12/04/2020,201,40,Country_Website
Malta,MT,MLT,493559,12/04/2020,,4,Surveillance
Netherlands,NL,NLD,17282163,12/04/2020,,1232,Other Website
Norway,NO,NOR,5328212,12/04/2020,214,,Country_API
Portugal,PT,PRT,10276617,12/04/2020,1177,228,Country_Website
Romania,RO,ROU,19414458,12/04/2020,,204,Country_Website
Slovenia,SI,SVN,2080908,12/04/2020,95,35,Country_Github
United Kingdom,UK,GBR,66647112,12/04/2020,19849,,Country_Website
Belgium,BE,BEL,11455519,11/04/2020,5437,1232,Country_Website
Bulgaria,BG,BGR,7000039,11/04/2020,231,35,External_Github
Czechia,CZ,CZE,10649800,11/04/2020,403,87,Country_Website
Denmark,DK,DNK,5806081,11/04/2020,408,106,Country_Website
Estonia,EE,EST,1324820,11/04/2020,150,,Country_API
Estonia,EE,EST,1324820,11/04/2020,,11,Surveillance
Finland,FI,FIN,5517919,11/04/2020,235,80,External_Github
France,FR,FRA,67012883,11/04/2020,31159,6752,Country_Website
Iceland,IS,ISL,356991,11/04/2020,40,9,Country_Website
Ireland,IE,IRL,4904240,11/04/2020,856,155,Country_Website
Italy,IT,ITA,60359546,11/04/2020,31525,3381,Country_Github
Latvia,LV,LVA,1919968,11/04/2020,36,,Surveillance
Luxembourg,LU,LUX,613894,11/04/2020,190,40,Country_Website
Malta,MT,MLT,493559,11/04/2020,,4,Surveillance
Netherlands,NL,NLD,17282163,11/04/2020,,1250,Other Website
Norway,NO,NOR,5328212,11/04/2020,214,,Country_API
Portugal,PT,PRT,10276617,11/04/2020,1175,233,Country_Website
