country,country_code_2_digit,country_code_3_digit,population,reported_date,hospital_occupancy_count,icu_occupancy_count,source
Romania,RO,ROU,19414458,11/04/2020,,208,Country_Website
Slovenia,SI,SVN,2080908,11/04/2020,94,35,Country_Github
United Kingdom,UK,GBR,66647112,11/04/2020,19493,,Country_Website
Belgium,BE,BEL,11455519,10/04/2020,5663,1262,Country_Website
Bulgaria,BG,BGR,7000039,10/04/2020,231,33,External_Github
Czechia,CZ,CZE,10649800,10/04/2020,403,89,Country_Website
Denmark,DK,DNK,5806081,10/04/2020,401,113,Country_Website
Estonia,EE,EST,1324820,10/04/2020,,11,Surveillance
Estonia,EE,EST,1324820,10/04/2020,143,,Country_API
Finland,FI,FIN,5517919,10/04/2020,236,81,External_Github
France,FR,FRA,67012883,10/04/2020,31108,6875,Country_Website
Iceland,IS,ISL,356991,10/04/2020,38,10,Country_Website
Ireland,IE,IRL,4904240,10/04/2020,825,155,Country_Website
Italy,IT,ITA,60359546,10/04/2020,31739,3497,Country_Github
Latvia,LV,LVA,1919968,10/04/2020,35,,Surveillance
Luxembourg,LU,LUX,613894,10/04/2020,203,38,Country_Website
Malta,MT,MLT,493559,10/04/2020,,4,Surveillance
Netherlands,NL,NLD,17282163,10/04/2020,,1285,Other Website
Norway,NO,NOR,5328212,10/04/2020,234,,Country_API
Portugal,PT,PRT,10276617,10/04/2020,1179,226,Country_Website
Romania,RO,ROU,19414458,10/04/2020,,183,Country_Website
Slovenia,SI,SVN,2080908,10/04/2020,106,36,Country_Github
United Kingdom,UK,GBR,66647112,10/04/2020,19617,,Country_Website
Belgium,BE,BEL,11455519,09/04/2020,5636,1278,Country_Website
Bulgaria,BG,BGR,7000039,09/04/2020,233,32,External_Github
Czechia,CZ,CZE,10649800,09/04/2020,416,96,Country_Website
Denmark,DK,DNK,5806081,09/04/2020,433,120,Country_Website
Estonia,EE,EST,1324820,09/04/2020,,9,Surveillance
Estonia,EE,EST,1324820,09/04/2020,136,,Country_API
Finland,FI,FIN,5517919,09/04/2020,244,82,External_Github
France,FR,FRA,67012883,09/04/2020,30608,6937,Country_Website
Iceland,IS,ISL,356991,09/04/2020,38,11,Country_Website
Ireland,IE,IRL,4904240,09/04/2020,838,151,Country_Website
Italy,IT,ITA,60359546,09/04/2020,32004,3605,Country_Github
Latvia,LV,LVA,1919968,09/04/2020,38,,Surveillance
Luxembourg,LU,LUX,613894,09/04/2020,202,39,Country_Website
Malta,MT,MLT,493559,09/04/2020,,4,Surveillance
Netherlands,NL,NLD,17282163,09/04/2020,,1278,Other Website
Norway,NO,NOR,5328212,09/04/2020,252,,Country_API
Portugal,PT,PRT,10276617,09/04/2020,1173,241,Country_Website
Romania,RO,ROU,19414458,09/04/2020,,178,Country_Website
Slovenia,SI,SVN,2080908,09/04/2020,108,34,Country_Github
United Kingdom,UK,GBR,66647112,09/04/2020,19495,,Country_Website
Austria,AT,AUT,8858775,08/04/2020,1096,,Surveillance
Belgium,BE,BEL,11455519,08/04/2020,5616,1285,Country_Website
Bulgaria,BG,BGR,7000039,08/04/2020,233,27,External_Github
Czechia,CZ,CZE,10649800,08/04/2020,422,94,Country_Website
Denmark,DK,DNK,5806081,08/04/2020,453,127,Country_Website
Estonia,EE,EST,1324820,08/04/2020,,9,Surveillance
Estonia,EE,EST,1324820,08/04/2020,130,,Country_API
Finland,FI,FIN,5517919,08/04/2020,239,82,External_Github
France,FR,FRA,67012883,08/04/2020,30217,7019,Country_Website
Iceland,IS,ISL,356991,08/04/2020,40,11,Country_Website
Ireland,IE,IRL,4904240,08/04/2020,837,146,Country_Website
Italy,IT,ITA,60359546,08/04/2020,32178,3693,Country_Github
Latvia,LV,LVA,1919968,08/04/2020,39,,Surveillance
Luxembourg,LU,LUX,613894,08/04/2020,211,43,Country_Website
Malta,MT,MLT,493559,08/04/2020,,5,Surveillance
Netherlands,NL,NLD,17282163,08/04/2020,,1283,Other Website
Norway,NO,NOR,5328212,08/04/2020,250,,Country_API
Poland,PL,POL,37972812,08/04/2020,2425,,Surveillance
Portugal,PT,PRT,10276617,08/04/2020,1211,245,Country_Website
Romania,RO,ROU,19414458,08/04/2020,,162,Country_Website
Slovenia,SI,SVN,2080908,08/04/2020,111,35,Country_Github
United Kingdom,UK,GBR,66647112,08/04/2020,19337,,Country_Website
Belgium,BE,BEL,11455519,07/04/2020,5715,1276,Country_Website
Bulgaria,BG,BGR,7000039,07/04/2020,213,26,External_Github
Czechia,CZ,CZE,10649800,07/04/2020,412,100,Country_Website
Denmark,DK,DNK,5806081,07/04/2020,472,127,Country_Website
Estonia,EE,EST,1324820,07/04/2020,,11,Surveillance
Estonia,EE,EST,1324820,07/04/2020,140,,Country_API
Finland,FI,FIN,5517919,07/04/2020,231,83,External_Github
France,FR,FRA,67012883,07/04/2020,29871,7004,Country_Website
Iceland,IS,ISL,356991,07/04/2020,43,12,Country_Website
Ireland,IE,IRL,4904240,07/04/2020,828,143,Country_Website
Italy,IT,ITA,60359546,07/04/2020,32510,3792,Country_Github
Latvia,LV,LVA,1919968,07/04/2020,41,,Surveillance
Luxembourg,LU,LUX,613894,07/04/2020,200,41,Country_Website
Malta,MT,MLT,493559,07/04/2020,,4,Surveillance
Netherlands,NL,NLD,17282163,07/04/2020,,1316,Other Website
Norway,NO,NOR,5328212,07/04/2020,277,,Country_API
Portugal,PT,PRT,10276617,07/04/2020,1180,271,Country_Website
Romania,RO,ROU,19414458,07/04/2020,,274,Country_Website
Slovenia,SI,SVN,2080908,07/04/2020,109,32,Country_Github
United Kingdom,UK,GBR,66647112,07/04/2020,18957,,Country_Website
Belgium,BE,BEL,11455519,06/04/2020,5759,1260,Country_Website
Bulgaria,BG,BGR,7000039,06/04/2020,210,26,External_Github
Czechia,CZ,CZE,10649800,06/04/2020,394,88,Country_Website
Denmark,DK,DNK,5806081,06/04/2020,497,133,Country_Website
Estonia,EE,EST,1324820,06/04/2020,,12,Surveillance
Estonia,EE,EST,1324820,06/04/2020,132,,Country_API
Finland,FI,FIN,5517919,06/04/2020,228,81,External_Github
France,FR,FRA,67012883,06/04/2020,29569,6948,Country_Website
Iceland,IS,ISL,356991,06/04/2020,38,13,Country_Website
Ireland,IE,IRL,4904240,06/04/2020,829,144,Country_Website
Italy,IT,ITA,60359546,06/04/2020,32874,3898,Country_Github
Latvia,LV,LVA,1919968,06/04/2020,44,,Surveillance
Luxembourg,LU,LUX,613894,06/04/2020,201,41,Country_Website
Malta,MT,MLT,493559,06/04/2020,,4,Surveillance
Netherlands,NL,NLD,17282163,06/04/2020,,1314,Other Website
Norway,NO,NOR,5328212,06/04/2020,314,,Country_API
Portugal,PT,PRT,10276617,06/04/2020,1099,270,Country_Website
Romania,RO,ROU,19414458,06/04/2020,,179,Country_Website
Slovenia,SI,SVN,2080908,06/04/2020,112,30,Country_Github
United Kingdom,UK,GBR,66647112,06/04/2020,18256,,Country_Website
Belgium,BE,BEL,11455519,05/04/2020,5620,1267,Country_Website
Czechia,CZ,CZE,10649800,05/04/2020,370,82,Country_Website
Denmark,DK,DNK,5806081,05/04/2020,498,138,Country_Website
Estonia,EE,EST,1324820,05/04/2020,,14,Surveillance
Estonia,EE,EST,1324820,05/04/2020,135,,Country_API
Finland,FI,FIN,5517919,05/04/2020,209,76,External_Github
France,FR,FRA,67012883,05/04/2020,28747,6859,Country_Website
Iceland,IS,ISL,356991,05/04/2020,36,11,Country_Website
Ireland,IE,IRL,4904240,05/04/2020,702,139,Country_Website
Italy,IT,ITA,60359546,05/04/2020,32926,3977,Country_Github
Latvia,LV,LVA,1919968,05/04/2020,36,,Surveillance
Luxembourg,LU,LUX,613894,05/04/2020,203,43,Country_Website
Malta,MT,MLT,493559,05/04/2020,,4,Surveillance
Netherlands,NL,NLD,17282163,05/04/2020,,1306,Other Website
Norway,NO,NOR,5328212,05/04/2020,310,,Country_API
Portugal,PT,PRT,10276617,05/04/2020,1084,267,Country_Website
Romania,RO,ROU,19414458,05/04/2020,,141,Country_Website
Slovenia,SI,SVN,2080908,05/04/2020,110,31,Country_Github
United Kingdom,UK,GBR,66647112,05/04/2020,17779,,Country_Website
Belgium,BE,BEL,11455519,04/04/2020,5531,1261,Country_Website
Czechia,CZ,CZE,10649800,04/04/2020,365,85,Country_Website
Denmark,DK,DNK,5806081,04/04/2020,503,138,Country_Website
Estonia,EE,EST,1324820,04/04/2020,,17,Surveillance
Estonia,EE,EST,1324820,04/04/2020,134,,Country_API
Finland,FI,FIN,5517919,04/04/2020,187,73,External_Github
France,FR,FRA,67012883,04/04/2020,28003,6723,Country_Website
Iceland,IS,ISL,356991,04/04/2020,37,11,Country_Website
Ireland,IE,IRL,4904240,04/04/2020,738,140,Country_Website
Italy,IT,ITA,60359546,04/04/2020,33004,3994,Country_Github
Latvia,LV,LVA,1919968,04/04/2020,29,,Surveillance
Luxembourg,LU,LUX,613894,04/04/2020,216,43,Country_Website
Malta,MT,MLT,493559,04/04/2020,,4,Surveillance
Netherlands,NL,NLD,17282163,04/04/2020,,1282,Other Website
Norway,NO,NOR,5328212,04/04/2020,306,,Country_API
Portugal,PT,PRT,10276617,04/04/2020,1075,251,Country_Website
Slovenia,SI,SVN,2080908,04/04/2020,109,32,Country_Github
United Kingdom,UK,GBR,66647112,04/04/2020,16587,,Country_Website
Belgium,BE,BEL,11455519,03/04/2020,5513,1245,Country_Website
Czechia,CZ,CZE,10649800,03/04/2020,376,88,Country_Website
Denmark,DK,DNK,5806081,03/04/2020,516,139,Country_Website
Estonia,EE,EST,1324820,03/04/2020,118,,Country_API
Estonia,EE,EST,1324820,03/04/2020,,20,Surveillance
Finland,FI,FIN,5517919,03/04/2020,180,72,External_Github
France,FR,FRA,67012883,03/04/2020,27302,6556,Country_Website
Iceland,IS,ISL,356991,03/04/2020,41,11,Country_Website
Ireland,IE,IRL,4904240,03/04/2020,704,137,Country_Website
Italy,IT,ITA,60359546,03/04/2020,32809,4068,Country_Github
Latvia,LV,LVA,1919968,03/04/2020,31,,Surveillance
Luxembourg,LU,LUX,613894,03/04/2020,212,45,Country_Website
Malta,MT,MLT,493559,03/04/2020,,3,Surveillance
Netherlands,NL,NLD,17282163,03/04/2020,,1278,Other Website
Norway,NO,NOR,5328212,03/04/2020,318,,Country_API
Portugal,PT,PRT,10276617,03/04/2020,1058,245,Country_Website
Romania,RO,ROU,19414458,03/04/2020,,83,Country_Website
Slovenia,SI,SVN,2080908,03/04/2020,114,30,Country_Github
United Kingdom,UK,GBR,66647112,03/04/2020,14729,,Country_Website
Austria,AT,AUT,8858775,02/04/2020,1057,,Surveillance
Belgium,BE,BEL,11455519,02/04/2020,5383,1205,Country_Website
Czechia,CZ,CZE,10649800,02/04/2020,351,78,Country_Website
Denmark,DK,DNK,5806081,02/04/2020,531,146,Country_Website
Estonia,EE,EST,1324820,02/04/2020,,16,Surveillance
Estonia,EE,EST,1324820,02/04/2020,97,,Country_API
Finland,FI,FIN,5517919,02/04/2020,160,65,External_Github
France,FR,FRA,67012883,02/04/2020,26131,6305,Country_Website
Iceland,IS,ISL,356991,02/04/2020,44,12,Country_Website
Ireland,IE,IRL,4904240,02/04/2020,655,132,Country_Website
Italy,IT,ITA,60359546,02/04/2020,32593,4053,Country_Github
Latvia,LV,LVA,1919968,02/04/2020,29,,Surveillance
Luxembourg,LU,LUX,613894,02/04/2020,211,40,Country_Website
Malta,MT,MLT,493559,02/04/2020,,3,Surveillance
Netherlands,NL,NLD,17282163,02/04/2020,,1251,Other Website
Norway,NO,NOR,5328212,02/04/2020,318,,Country_API
Portugal,PT,PRT,10276617,02/04/2020,1042,240,Country_Website
Romania,RO,ROU,19414458,02/04/2020,,78,Country_Website
Slovenia,SI,SVN,2080908,02/04/2020,108,30,Country_Github
United Kingdom,UK,GBR,66647112,02/04/2020,13255,,Country_Website
Belgium,BE,BEL,11455519,01/04/2020,5220,1144,Country_Website
Czechia,CZ,CZE,10649800,01/04/2020,344,75,Country_Website
Denmark,DK,DNK,5806081,01/04/2020,535,146,Country_Website
Estonia,EE,EST,1324820,01/04/2020,93,,Country_API
Estonia,EE,EST,1324820,01/04/2020,,16,Surveillance
Finland,FI,FIN,5517919,01/04/2020,159,62,External_Github
France,FR,FRA,67012883,01/04/2020,24543,5940,Country_Website
Iceland,IS,ISL,356991,01/04/2020,43,14,Country_Website
Ireland,IE,IRL,4904240,01/04/2020,656,128,Country_Website
Italy,IT,ITA,60359546,01/04/2020,32438,4035,Country_Github
Latvia,LV,LVA,1919968,01/04/2020,28,,Surveillance
Luxembourg,LU,LUX,613894,01/04/2020,187,33,Country_Website
Malta,MT,MLT,493559,01/04/2020,,3,Surveillance
Netherlands,NL,NLD,17282163,01/04/2020,,1210,Other Website
Norway,NO,NOR,5328212,01/04/2020,325,,Country_API
Portugal,PT,PRT,10276617,01/04/2020,726,230,Country_Website
Slovenia,SI,SVN,2080908,01/04/2020,109,31,Country_Github
United Kingdom,UK,GBR,66647112,01/04/2020,13108,,Country_Website
Belgium,BE,BEL,11455519,31/03/2020,4989,1088,Country_Website
Czechia,CZ,CZE,10649800,31/03/2020,320,72,Country_Website
Denmark,DK,DNK,5806081,31/03/2020,529,145,Country_Website
Estonia,EE,EST,1324820,31/03/2020,,15,Surveillance
Estonia,EE,EST,1324820,31/03/2020,102,,Country_API
Finland,FI,FIN,5517919,31/03/2020,137,56,External_Github
France,FR,FRA,67012883,31/03/2020,22672,5496,Country_Website
Iceland,IS,ISL,356991,31/03/2020,40,13,Country_Website
Ireland,IE,IRL,4904240,31/03/2020,596,120,Country_Website
Italy,IT,ITA,60359546,31/03/2020,32215,4023,Country_Github
Latvia,LV,LVA,1919968,31/03/2020,27,,Surveillance
Luxembourg,LU,LUX,613894,31/03/2020,185,32,Country_Website
Malta,MT,MLT,493559,31/03/2020,,3,Surveillance
Netherlands,NL,NLD,17282163,31/03/2020,,1193,Other Website
Norway,NO,NOR,5328212,31/03/2020,317,,Country_API
Portugal,PT,PRT,10276617,31/03/2020,627,188,Country_Website
Romania,RO,ROU,19414458,31/03/2020,,62,Country_Website
Slovenia,SI,SVN,2080908,31/03/2020,110,28,Country_Github
United Kingdom,UK,GBR,66647112,31/03/2020,12205,,Country_Website
Belgium,BE,BEL,11455519,30/03/2020,4897,1021,Country_Website
Czechia,CZ,CZE,10649800,30/03/2020,293,66,Country_Website
Denmark,DK,DNK,5806081,30/03/2020,533,137,Country_Website
Estonia,EE,EST,1324820,30/03/2020,95,,Country_API
Estonia,EE,EST,1324820,30/03/2020,,13,Surveillance
Finland,FI,FIN,5517919,30/03/2020,143,49,External_Github
France,FR,FRA,67012883,30/03/2020,20946,5056,Country_Website
Iceland,IS,ISL,356991,30/03/2020,37,11,Country_Website
Ireland,IE,IRL,4904240,30/03/2020,571,107,Country_Website
Italy,IT,ITA,60359546,30/03/2020,31776,3981,Country_Github
Latvia,LV,LVA,1919968,30/03/2020,28,,Surveillance
Luxembourg,LU,LUX,613894,30/03/2020,180,30,Country_Website
Malta,MT,MLT,493559,30/03/2020,,3,Surveillance
Netherlands,NL,NLD,17282163,30/03/2020,,1128,Other Website
Norway,NO,NOR,5328212,30/03/2020,321,,Country_API
Portugal,PT,PRT,10276617,30/03/2020,571,164,Country_Website
Romania,RO,ROU,19414458,30/03/2020,,53,Country_Website
Slovenia,SI,SVN,2080908,30/03/2020,117,29,Country_Github
United Kingdom,UK,GBR,66647112,30/03/2020,10732,,Country_Website
Belgium,BE,BEL,11455519,29/03/2020,4480,942,Country_Website
Czechia,CZ,CZE,10649800,29/03/2020,282,53,Country_Website
Denmark,DK,DNK,5806081,29/03/2020,499,131,Country_Website
Estonia,EE,EST,1324820,29/03/2020,,13,Surveillance
Estonia,EE,EST,1324820,29/03/2020,88,,Country_API
Finland,FI,FIN,5517919,29/03/2020,134,41,External_Github
France,FR,FRA,67012883,29/03/2020,19311,4592,Country_Website
Iceland,IS,ISL,356991,29/03/2020,30,10,Country_Website
Ireland,IE,IRL,4904240,29/03/2020,513,96,Country_Website
Italy,IT,ITA,60359546,29/03/2020,31292,3906,Country_Github
Luxembourg,LU,LUX,613894,29/03/2020,187,27,Country_Website
Malta,MT,MLT,493559,29/03/2020,,4,Surveillance
Netherlands,NL,NLD,17282163,29/03/2020,,1040,Other Website
Norway,NO,NOR,5328212,29/03/2020,317,,Country_API
Portugal,PT,PRT,10276617,29/03/2020,486,138,Country_Website
Romania,RO,ROU,19414458,29/03/2020,,38,Country_Website
Slovenia,SI,SVN,2080908,29/03/2020,108,24,Country_Github
United Kingdom,UK,GBR,66647112,29/03/2020,9237,,Country_Website
Belgium,BE,BEL,11455519,28/03/2020,4089,867,Country_Website
Czechia,CZ,CZE,10649800,28/03/2020,271,57,Country_Website
Denmark,DK,DNK,5806081,28/03/2020,459,121,Country_Website
Estonia,EE,EST,1324820,28/03/2020,,10,Surveillance
Estonia,EE,EST,1324820,28/03/2020,72,,Country_API
Finland,FI,FIN,5517919,28/03/2020,112,31,External_Github
France,FR,FRA,67012883,28/03/2020,17580,4236,Country_Website
Iceland,IS,ISL,356991,28/03/2020,26,7,Country_Website
Ireland,IE,IRL,4904240,28/03/2020,442,80,Country_Website
Italy,IT,ITA,60359546,28/03/2020,30532,3856,Country_Github
Luxembourg,LU,LUX,613894,28/03/2020,181,29,Country_Website
Malta,MT,MLT,493559,28/03/2020,,2,Surveillance
Netherlands,NL,NLD,17282163,28/03/2020,,993,Other Website
Norway,NO,NOR,5328212,28/03/2020,291,,Country_API
Portugal,PT,PRT,10276617,28/03/2020,418,89,Country_Website
Romania,RO,ROU,19414458,28/03/2020,,34,Country_Website
Slovenia,SI,SVN,2080908,28/03/2020,102,23,Country_Github
United Kingdom,UK,GBR,66647112,28/03/2020,8019,,Country_Website
Belgium,BE,BEL,11455519,27/03/2020,3650,789,Country_Website
Czechia,CZ,CZE,10649800,27/03/2020,237,48,Country_Website
Denmark,DK,DNK,5806081,27/03/2020,430,109,Country_Website
Estonia,EE,EST,1324820,27/03/2020,,10,Surveillance
Estonia,EE,EST,1324820,27/03/2020,59,,Country_API
Finland,FI,FIN,5517919,27/03/2020,108,32,External_Github
France,FR,FRA,67012883,27/03/2020,15701,3758,Country_Website
Iceland,IS,ISL,356991,27/03/2020,20,6,Country_Website
Ireland,IE,IRL,4904240,27/03/2020,380,68,Country_Website
Italy,IT,ITA,60359546,27/03/2020,29761,3732,Country_Github
Luxembourg,LU,LUX,613894,27/03/2020,154,26,Country_Website
Malta,MT,MLT,493559,27/03/2020,,1,Surveillance
Netherlands,NL,NLD,17282163,27/03/2020,,928,Other Website
Norway,NO,NOR,5328212,27/03/2020,303,,Country_API
Portugal,PT,PRT,10276617,27/03/2020,354,71,Country_Website
Slovenia,SI,SVN,2080908,27/03/2020,102,22,Country_Github
United Kingdom,UK,GBR,66647112,27/03/2020,7043,,Country_Website
Belgium,BE,BEL,11455519,26/03/2020,3077,690,Country_Website
Czechia,CZ,CZE,10649800,26/03/2020,205,38,Country_Website
Denmark,DK,DNK,5806081,26/03/2020,386,94,Country_Website
Estonia,EE,EST,1324820,26/03/2020,,7,Surveillance
Estonia,EE,EST,1324820,26/03/2020,52,,Country_API
Finland,FI,FIN,5517919,26/03/2020,96,24,External_Github
France,FR,FRA,67012883,26/03/2020,13879,3351,Country_Website
Iceland,IS,ISL,356991,26/03/2020,20,6,Country_Website
Ireland,IE,IRL,4904240,26/03/2020,331,,Country_Website
Italy,IT,ITA,60359546,26/03/2020,28365,3612,Country_Github
Luxembourg,LU,LUX,613894,26/03/2020,146,26,Country_Website
Malta,MT,MLT,493559,26/03/2020,,1,Surveillance
Netherlands,NL,NLD,17282163,26/03/2020,,840,Other Website
Norway,NO,NOR,5328212,26/03/2020,266,,Country_API
Portugal,PT,PRT,10276617,26/03/2020,191,61,Country_Website
Romania,RO,ROU,19414458,26/03/2020,,29,Country_Website
Slovenia,SI,SVN,2080908,26/03/2020,81,16,Country_Github
Belgium,BE,BEL,11455519,25/03/2020,2721,612,Country_Website
Czechia,CZ,CZE,10649800,25/03/2020,174,36,Country_Website
Denmark,DK,DNK,5806081,25/03/2020,350,87,Country_Website
Estonia,EE,EST,1324820,25/03/2020,,7,Surveillance
Estonia,EE,EST,1324820,25/03/2020,47,,Country_API
Finland,FI,FIN,5517919,25/03/2020,82,22,External_Github
France,FR,FRA,67012883,25/03/2020,12072,2935,Country_Website
Iceland,IS,ISL,356991,25/03/2020,18,3,Country_Website
Ireland,IE,IRL,4904240,25/03/2020,290,,Country_Website
Italy,IT,ITA,60359546,25/03/2020,26601,3489,Country_Github
Luxembourg,LU,LUX,613894,25/03/2020,149,21,Country_Website
Malta,MT,MLT,493559,25/03/2020,,0,Surveillance
Netherlands,NL,NLD,17282163,25/03/2020,,754,Other Website
Norway,NO,NOR,5328212,25/03/2020,237,,Country_API
Portugal,PT,PRT,10276617,25/03/2020,276,61,Country_Website
Romania,RO,ROU,19414458,25/03/2020,,18,Country_Website
Slovenia,SI,SVN,2080908,25/03/2020,78,14,Country_Github
Belgium,BE,BEL,11455519,24/03/2020,2140,474,Country_Website
Czechia,CZ,CZE,10649800,24/03/2020,135,26,Country_Website
Denmark,DK,DNK,5806081,24/03/2020,301,69,Country_Website
Estonia,EE,EST,1324820,24/03/2020,40,,Country_API
Estonia,EE,EST,1324820,24/03/2020,,7,Surveillance
France,FR,FRA,67012883,24/03/2020,10176,2516,Country_Website
Iceland,IS,ISL,356991,24/03/2020,17,2,Country_Website
Ireland,IE,IRL,4904240,24/03/2020,239,,Country_Website
Italy,IT,ITA,60359546,24/03/2020,25333,3396,Country_Github
Luxembourg,LU,LUX,613894,24/03/2020,106,9,Country_Website
Malta,MT,MLT,493559,24/03/2020,,0,Surveillance
Netherlands,NL,NLD,17282163,24/03/2020,,655,Other Website
Norway,NO,NOR,5328212,24/03/2020,212,,Country_API
Portugal,PT,PRT,10276617,24/03/2020,203,48,Country_Website
Romania,RO,ROU,19414458,24/03/2020,,16,Country_Website
Slovenia,SI,SVN,2080908,24/03/2020,69,11,Country_Github
Belgium,BE,BEL,11455519,23/03/2020,1883,385,Country_Website
Czechia,CZ,CZE,10649800,23/03/2020,117,22,Country_Website
Denmark,DK,DNK,5806081,23/03/2020,254,55,Country_Website
Estonia,EE,EST,1324820,23/03/2020,,7,Surveillance
Estonia,EE,EST,1324820,23/03/2020,36,,Country_API
France,FR,FRA,67012883,23/03/2020,8673,2080,Country_Website
Iceland,IS,ISL,356991,23/03/2020,13,2,Country_Website
Ireland,IE,IRL,4904240,23/03/2020,218,,Country_Website
Italy,IT,ITA,60359546,23/03/2020,23896,3204,Country_Github
Luxembourg,LU,LUX,613894,23/03/2020,78,7,Country_Website
Malta,MT,MLT,493559,23/03/2020,,0,Surveillance
Netherlands,NL,NLD,17282163,23/03/2020,,575,Other Website
Norway,NO,NOR,5328212,23/03/2020,193,,Country_API
Portugal,PT,PRT,10276617,23/03/2020,201,47,Country_Website
Romania,RO,ROU,19414458,23/03/2020,,15,Country_Website
Slovenia,SI,SVN,2080908,23/03/2020,56,10,Country_Github
Belgium,BE,BEL,11455519,22/03/2020,1646,322,Country_Website
Czechia,CZ,CZE,10649800,22/03/2020,98,18,Country_Website
Denmark,DK,DNK,5806081,22/03/2020,232,46,Country_Website
